Name,Rating
"Selena Gomez: Lose You to Love Me
(2019 Music Video)",7.4
"Puthiya Theerangal
(2012)",4.9
"48 Christmas Wishes
(2017 TV Movie)",3.9
"Theo Maassen: Oudejaarsconference 2013 - Einde oefening
(2013 TV Special)",7.7
"Autumn Sonata
(1978)",8.1
"Chief Daddy
(2018)",4.6
"Pinky Memsaab
(2018)",6.3
"Sister Code
(2015)",4.3
"Teen Patti
(2010)",4.2
"Malaal
(2019)",5.9
"Ma Chu Ka
(2017)",5
"Dagadi Chaawl
(2015)",6.2
"Samir Abu el-Nil
(2013)",4.5
"Baan sau chuk dak hin dui
(2002)",5.8
"Arabia Uncovered
(2016 TV Movie)",6.7
"Tilt! 2011 Der ganz andere Jahresrückblick
(2011 TV Special)",8.2
"Gatao 2: Rise of the King
(2018)",6.1
"Brad Paisley Thinks He's Special
(2019 TV Special)",8
"Wrecker
(2022)",6.2
"The Shaukeens
(2014)",4.8
"The Cheating Pact
(2013 TV Movie)",5.6
"A Yellow Bird
(2016)",5.4
"Fishtail
(2014)",6.8
"Marriage Palace
(2018)",6.2
"Tuna Girl
(2019)",6.2
"Chal Bhaag
(2014)",3.7
"Born in Gaza
(2014)",7.8
"To Noora with Love
(2014)",5.6
"From Japan to Egypt
(2017)",5.5
"Salaakhen
(1975)",5.9
"Doubles Cause Troubles
(1989)",5.3
"Mokalik (Mechanic)
(2019)",6.3
"Hide & Seek
(2010)",4.3
"Once in a Lifetime Sessions with Nile Rodgers
(2019)",8
"Ranbhool
(2010)",5.3
"The Bling Lagosians
(2019)",5.4
"Breaking the Bank
(2014)",4.8
"Best in Sex: 2019 AVN Awards
(2019 TV Special)",4.6
"Student No. 1
(2001)",6.6
"Internet Famous
(2016)",3.5
"Mahabharat
(2013–2014)",9
"You Can Tutu
(2017)",4.5
"Tamanchey: Pyar Mein Dil Pe Maar De Goli
(2014)",4.5
"Lal Pathar
(1964)",8.2
"New Money
(2018)",5.3
"Super Monsters (2017– )

Episode:
Super Monsters Back to School (#special.4)
(2019)",6.3
"Pirates of the Caribbean: On Stranger Tides
(2011)",6.6
"Echarikkai
(2018)",6.3
"Pacíficum
(2017)",6.6
"The Art of Work with Maynard James Keenan
(2018 Video)",8.4
"Road to Yesterday
(2015)",6
"X: Past Is Present
(2015)",5.2
"The Thief and the Cobbler
(1993)",7.1
"We Are Legends
(2019)",5.3
"Rise: Ini Kalilah
(2018)",5.1
"The Wedding Party 2: Destination Dubai
(2017)",4.7
"The Expanse
(2015–2022)",8.5
"Norm of the North: King Sized Adventure
(2019)",3.3
"Roberto Saviano: Writing Under Police Protection
(2016 TV Movie)",6.7
"Sigaram Thodu
(2014)",6.2
"Natale a 5 stelle
(2018)",4.5
"King of Peking
(2017)",6.5
"Super Monsters (2017– )

Episode:
Super Monsters Vida's First Halloween (#special.5)
(2019)",5.9
"Aagey Se Right
(2009)",5.2
"First Impression
(2018 TV Movie)",4.9
"Pandigai
(2017)",6.4
"Maggie's Plan
(2015)",6.2
"Husbands in Goa
(2012)",4
"Jugaad
(2009)",5.4
"Garuda di Dadaku
(2009)",6.7
"Vitti Dandu
(2014)",7.5
"The Republic of Love
(2003)",6
"The Lovely Bones
(2009)",6.6
"Born to Be Free
(2016)",7.5
"Elles
(2011)",5.6
"The Holy Man
(2005)",5.8
"Ek Cup Chya
(2009)",7.6
"Why Knot
(2016)",5.6
"Oh My Ghosts!
(2009)",4.9
"Berlin Kaplani
(2012)",5.2
"Ujala
(1959)",6.7
"Faraar
(2015)",5.4
"Mumbai Matinee
(2003)",5.1
"2019-2020 UEFA Champions League
(2019–2020)",7.8
"Puppy Star Christmas
(2018)",3.7
"Imperfect
(III) (2012)",5.5
"Gour Hari Dastaan: The Freedom File
(2015)",7.3
"Ms. Mammy
(2012)",4.7
"Tum Milo Toh Sahi
(2010)",5.7
"Settai
(2013)",4.6
"Black Site Delta
(2017)",3.9
"Naa Bangaaru Talli
(2013)",7.4
"Harith Iskander: I Told You So
(2018 TV Special)",4.9
"1st Summoning
(2018)",3.4
"Khoon Khoon
(1973)",5.1
"Uncle Naji in UAE
(2019)",5.3
"Bollywood Calling
(2001)",6.3
"Braindead
(1992)",7.5
"Jeremy Scott: The People's Designer
(2015)",6.4
"The Only Mother to You All
(2008)",5.5
"My Ex-Ex
(2015)",4.6
"1920 London
(2016)",4.1
"Papa the Great
(2000)",5.6
"The World It Is
(2015)",7
"Shortcut Safari
(2016)",6.5
"Dieter Nuhr: Nuhr in Berlin
(2016 TV Special)",4.8
"Lo más sencillo es complicarlo todo
(2018)",3.8
"Motor Mitraan Di
(2016)",6.1
"Luckee
(2019)",4.7
"Wahed Saheh
(2011)",6.1
"Saeed Mirza: The Leftist Sufi
(2016)",7.8
"El Potro: Unstoppable
(2018)",5.2
"Bangkok Hell
(2002)",5.5
"The Silencers
(1966)",5.9
"Cruel Intentions
(2016 TV Movie)",7.2
"Scary Halloween: Sounds Video Music
(2017 Video)",0
"You Can Tutu
(2017)",4.5
"Jani Dueñas: Grandes fracasos de ayer y hoy
(2018 TV Special)",4.9
"Backfire
(II) (2017)",3.6
"Carlos Ballarta: El amor es de putos
(2016 TV Special)",7.1
"Jora 10 Numbaria
(2017)",6.8
"Macho
(I) (2016)",4.3
"Colkatay Columbus
(2016)",3.9
"Maroon
(2017)",5.1
"Lechmi
(2017)",4.9
"Then Came You
(2018)",6.9
"Ghanchakkar
(2013)",5.9
"#Rucker50
(2016)",5.2
"Saverio Raimondo: Il satiro parlante
(2019 TV Special)",6
"The Secrets of Emily Blair
(2016)",4.1
"Lucha: Playing the Impossible
(2016)",7.1
"American Horror Story
(2011– )",8
"Los días de Ayotzinapa (The 43s)
(2019)",7.7
"What the Jatt!!
(2015)",5.2
"Secrets of Chatsworth
(2013 TV Movie)",7.4
"Hor taew tak 3
(2011)",5
"Kill Ratio
(2016)",4
"Bewafaa
(2005)",4.1
"El Alien y yo
(2016)",5.4
"La Leyenda Del Diamante
(2017)",3.3
"Furthest Witness
(2017)",4.2
"Santa Claws
(2014)",3
"Luang phii theng III
(2010)",5.4
"Garuda di Dadaku 2
(2011)",6.3
"Tellur Aliens
(2016)",4.4
"Issaq
(2013)",4.4
"What the Fish
(2013)",5
"Chocolate City: Vegas
(2017)",3.8
"Edge of Fear
(2018)",4.5
"Deadly Switch
(2021)",4.5
"Without Gorky
(2011)",6.7
"The Garfield Show
(2008–2016)",5.5
"Saadey CM Saab
(2016)",5.4
"Estar o no estar
(2015)",5.4
"Pooja Kiven Aa
(2013)",5.5
"Fishtronaut
(2009– )",6.8
"Samarpanam
(2017)",5.8
"True and the Rainbow Kingdom
(2017– )",7.1
"Pablo Escobar: Countdown to Death
(2017 TV Movie)",6.6
"90 ML
(II) (2019)",5
"Mercy Street
(2016–2017)",7.5
"Chandani: The Daughter of the Elephant Whisperer
(2010)",6.9
"The Memory of Water
(2015)",6.1
"Manu Nna: Simplemente Manu NNa
(2017 TV Special)",5.4
"Pup Star: World Tour
(2018)",3.9
"The Worst Witch
(2017– )",7.2
"Bir Baba Hindu
(2016)",2.6
"Feo pero Sabroso
(2019)",4.4
"Gollu Aur Pappu
(2014)",3.8
"The Crown
(2016–2023)",8.6
"Because We Are Young
(2016)",0
"Three-Quarters Decent
(2010)",3.3
"Super Monsters Furever Friends
(2019 TV Movie)",5.7
"Police Woman
(1973)",3.6
"The Bronze Buckaroo
(1939)",4.9
"Todd Glass: Talks About Stuff
(2012 TV Special)",6.2
"Jewel Thieves
(2019)",0
"Savita Damodar Paranjpe
(2018)",5.8
"My Schoolmate the Barbarian
(2001)",5.8
"Shopkins Wild
(2018)",5.9
"Atar Mass 2019
(2017)",7
"The Exile
(1931)",4.8
"Chance Pe Dance
(2010)",4.8
"Flight of the Conchords
(2007–2009)",8.6
"Venom
(2018)",6.6
"Roh's Beauty
(2014)",3.5
"Darra
(2016)",5.3
"Mauli
(2018)",5.5
"The Girl from Chicago
(1927)",6
"Joker: Folie à Deux
(2024)",
"Ser Tão Velho Cerrado
(2018)",7.5
"Tim Allen Rewires America
(1991 TV Special)",6.1
"The Beatles: All Together Now
(1995 TV Movie)",0
"Miss Me This Christmas
(2017)",4.4
"Shorgul
(2016)",5.7
"The Cloverfield Paradox
(2018)",5.5
"Mandobasar Galpo
(2017)",6
"WWE Royal Rumble
(2016 TV Special)",7.1
"Fakta Ladh Mhana
(2011)",6.2
"Expedition China
(2017)",6.6
"Russell Madness
(2015)",4.2
"Alejandro Riaño: Especial de stand-up
(2018 TV Special)",5.1
"Troy the Odyssey
(2017)",2.6
"Rodney Carrington: Here Comes the Truth
(2017 TV Special)",4.7
"Paathi: the Half
(2017)",6.2
"Trip to Bhangarh: Asia's Most Haunted Place
(2014)",2.5
"Sommore: Chandelier Status
(2013 TV Special)",6.8
"Waterschool
(2018)",6.5
"Mantostaan
(2017)",6.2
"Mumbai's King
(2012)",6.3
"Deadly Detention
(2017)",3.4
"Life Ki Toh Lag Gayi
(2012)",5.2
"Unchained Reaction
(2012)",6.1
"Ms J Contemplates Her Choice
(2014)",5.1
"Pocoyo
(2005– )",7.2
"Influx: Documentary
(2016)",6.9
"Roudram 2018
(2019)",0
"Brothers & Sisters
(2006–2011)",7.5
"Open Tee Bioscope
(2015)",7.6
"14 Minutes from Earth
(2016)",5.7
"Professor Mack
(2019)",3.6
"Pyar Ke Do Pal
(1986)",6.6
"Dhoondte Reh Jaoge
(2009)",5.6
"The Human Factor
(1979)",6.1
"Fatboy Slim: Weapon of Choice
(2001 Music Video)",8.7
"The Women Who Kill Lions
(2016 TV Movie)",3.9
"Mater
(I) (2017)",4.7
"Regatta
(2015)",4.6
"Menorca
(2016)",4.3
"Hisss
(2010)",2.9
"Despido procedente
(2017)",5
"Kavin Jay: Everybody Calm Down!
(2018 TV Special)",6
"Enissa Amani: Ehrenwort
(2018 TV Special)",5.6
"Mexicanos de Bronce
(2016)",6.7
"HOPE one in a billion
(2017)",5
"The Princess Bride
(1987)",8
"DON 2014
(2014 Video)",0
"The Bait
(2016)",6
"The Bund: Part II
(1983)",5.6
"Da qiao ying xiong zhuan
(1981)",5.5
"Fei saa fung chung chun
(2010)",5.7
"Giran el-Sa'd
(2014)",3.3
"Yoo Byungjae: Discomfort Zone
(2018 TV Special)",4.8
"Nasha
(2013)",3.2
"A New Capitalism
(2017)",6.3
"Liss Pereira: Reteniendo Liquidos
(2019 TV Special)",6.3
"Oh Darling Yeh Hai India
(1995)",4
"Felipe Neto: Minha Vida Não Faz Sentido
(2017 TV Special)",4.4
"Sat Sri Akal
(2008)",6.2
"Melle
(2017)",6.1
"Hedgehogs
(2016)",3.9
"Mala Kahich Problem Nahi
(2017)",7
"Sebastián Marcelo Wainraich
(2018 TV Special)",6.4
"Total Recall 2070
(1999)",6.8
"Land of Cards
(2012)",5.5
"Yoko & his friends
(2015)",6.2
"The Reservoir Game
(2017)",6.1
"Peace After Marriage
(2013)",6.5
"Fernando Sanjiao: Hombre
(2018 TV Special)",6.2
"Sarivar Sari
(2005)",7.4
"Monkey Up
(2016)",3.7
"My Friend Pinto
(2011)",5.3
"Machhli Jal Ki Rani Hai
(2014)",2.3
"Salaam Kashmier
(2014)",2.8
"Ralphie May: Imperfectly Yours
(2013 TV Special)",5.4
"Winter of Our Dreams
(1981)",6.3
"Natalia Valdebenito: Gritona
(2017 TV Special)",5.9
"Ready Player One
(2018)",7.4
"Twins Mission
(2007)",5.2
"Bombshell: The Hedy Lamarr Story
(2017)",7.4
"Figaro Pho
(2008 TV Movie)",4.7
"The VVitch: A New-England Folktale
(2015)",7
"Super Monsters (2017– )

Episode:
Super Monsters Vida's First Halloween (#special.5)
(2019)",5.9
"Tees Maar Khan
(2010)",2.7
"History of Joy
(2017)",5
"Yes or No 2.5
(2015)",5.2
"Pareeth Pandari
(2017)",6.8
"Life of an Outcast
(2019)",6.9
"Deewana Main Deewana
(2013)",2.6
"Merry Men: The Real Yoruba Demons
(2018)",5.1
"Glamour Women of the Year 2019
(2019)",0
"Irada Pakka
(2010)",5.9
"HBO: Tarver vs. Hopkins - Fight to the Finish
(2006 TV Special)",0
"Viswasapoorvam Mansoor
(2017)",5.9
"Incoming
(2018)",3.3
"The Midas Touch
(2020)",4.2
"Bogda
(2018)",7.6
"The Boulet Brothers' Dragula
(2016– )",8.1
"Geezas
(2011)",4.9
"The Cigarette Smoking Man Revealed
(1999 Video)",8.8
"Adhugo
(2018)",6
"Shopkins World Vacation
(2017)",5.5
"Prueba de Actitud
(2016)",2.5
"Red Eye
(2004)",4.7
"Alan Saldaña: Mi vida de pobre
(2017 TV Special)",6.3
"Frat Star
(2017)",3.5
"Ek Jaan Hain Hum
(1983)",6.4
"Santo Cachón
(2018 TV Movie)",4.8
"Pierre Jackson
(2018)",6.8
"Krutant
(2019)",6.5
"Bandie
(1978)",4.7
"Mythily Veendum Varunnu
(2017)",2.4
"Grillo vs Grillo
(2017)",5.4
"Zoé: Panoramas
(2017)",6.9
"C Kkompany
(2008)",5.5
"Ethirmarai
(II) (2018)",5.2
"Upper Egyptian in the American University
(1998)",7
"Ugly Aur Pagli
(2008)",3.8
"Imago
(III) (2018)",7.2
"Salem: His Sister's Father
(2014)",3.2
"The Lovely Bones
(2009)",6.6
"Coffee With Dazz
(2019– )",0
"Teshan
(2016)",5.3
"Yaara O Dildaara
(2011)",5.5
"Hare Krishna! The Mantra, the Movement and the Swami Who Started It
(2017)",7.9
"Chicken Kokkachi
(2017)",3.8
"Arango y Sanint: Ríase el show
(2018 TV Special)",4.1
"To and from New York
(2006 Video)",6.1
"The Price of Success
(2017)",5.8
"Geezas
(2011)",4.9
"Bhoopadathil Illatha Oridam
(2012)",4.6
"Yoo Byungjae: Too Much Information
(2018 TV Special)",5.5
"Ten Minutes to Live
(1932)",4.1
"Morya
(II) (2011)",6.9
"Everyone Says I Love You
(1996)",6.7
"Yeh Hai Bakrapur
(2014)",3.9
"Marco Luque: Tamo Junto
(2017 TV Special)",4.4
"Face 2 Face
(2016)",6.8
"Paisa
(I) (2013)",5.8
"Hajwala: The Missing Engine
(2016)",2.1
"Exit Strategy
(2012)",3.2
"The Naked Gun 2½: The Smell of Fear
(1991)",6.9
"I'm a Celebrity, Get Me Out of Here!
(2002– )",5.8
"Peace Haven
(2016)",6.4
"Moms at War
(2018)",6.4
"Coco y Raulito: Carrusel de ternura
(2018 TV Special)",6.3
"Maharaja: The Story of Ranjit Singh
(2010)",0
"Next Enti?
(2018)",4.3
"Fakkah Fuzz: Almost Banned
(2018 TV Special)",4.5
"Dil Vil Pyar Vyar
(2002)",5.4
"Marvel & ESPN Films Present 1 of 1: Genesis
(2014)",4.8
"Hamza's suitcase
(2017)",4
"Being Napoleon
(2018)",5.3
"Kaviyude Osyath
(2017)",3.9
"Siddhant
(2015)",6.7
"Norm of the North: Keys to the Kingdom
(2018)",3
"ECHO Jazz 2015
(2015 TV Special)",0
"How to Stage a Coup
(2017 TV Movie)",6.1
"Paying Guests
(2009)",4.4
"Ittefaq
(2001)",4.9
"My Dog Is My Guide
(2013)",3.3
"Larceny
(2017)",3.5
"Anthony Kaun Hai?
(2006)",5.1
"The Human Contract
(2008)",5
"Trapped in Tradition: Rivaaz
(2011)",5.4
"2012
(I) (2009)",5.8
"The Holy Man 2
(2008)",5.1
"Pocoyo
(2005– )",7.2
"P Se PM Tak
(2015)",3.7
"EMI: Liya Hai To Chukana Padega
(2008)",4.4
"Amar Akbar & Tony
(2015)",5.2
"Yamla Pagla Deewana Phir Se...
(2018)",4.4
"Taste: What's Going on - Live at the Isle of Wight 1970
(2015)",8.4
"Two Days, One Night
(2014)",7.3
"KL Zombi
(2013)",4.5
"Kajraare
(2010)",2.9
"Bharya Athra Pora
(2013)",3.5
"Karzzzz
(2008)",2.3
"Truckbhar Swapna
(2018)",6.1
"The Tayo Movie: Mission Ace
(2016)",5.2
"Shame to Shame
(1991)",6.4
"Miniforce
(2014–2016)",4.9
"Edmilson Filho: Notas, uma Comédia de Relacionamentos
(2018 TV Special)",5
"Daffedar
(2016)",5.6
"FB: Fighting Beat
(2007)",4.4
"Radical: The Controversial Saga of Dadá Figueiredo
(2013)",5.5
"Bathinda Express
(2016)",5.9
"Cappuccino
(I) (2017)",3.7
"Withdrawn
(2017)",5.7
"Rembat
(2015)",5.3
"A Russell Peters Christmas Special
(2011 TV Special)",4.1
"Sukhi Sansarachi 12 Sutre
(1995)",5.7
"Chingo Bling: They Can't Deport Us All
(2017 TV Special)",6.9
"A Scandall
(2016)",3.1
"Chadi Jawani Budhe Nu
(1976)",4.5
"The Marvelous Mrs. Maisel
(2017–2023)",8.7
"Agyaat
(2009)",3
"Shararat
(2003–2006)",7.5
"Behind the Candelabra
(2013)",7
"Himmatwala
(2013)",1.7
"Hattrick
(2018)",5.9
"Tatu
(2017)",4.1
"Drink Drank Drunk
(2016)",4.1
"May You Prosper
(2017)",3.5
"Pup Star: Better 2Gether
(2017)",4.3
"Mission Istaanbul: Darr Ke Aagey Jeet Hai!
(2008)",3.5
"My Next Guest Needs No Introduction with David Letterman
(2018– )",7.8
"The Last Shaman
(2016)",6.6
"Sohni Mahiwal
(1984)",6.1
"30 Days of Night
(2007)",6.6
Sometimes the Rain,
"A Tale of Two Sisters
(2003)",7.1
"The Guardian Brothers
(2015)",5.5
"Power Rangers Super Samurai
(2012 Video Game)",7.1
"Power Rangers Samurai: Clash of the Red Rangers - The Movie
(2013 Video)",6
"Old Mission San Luis Rey: Save the Mission
(2011 Video)",0
"Krish Trish and Baltiboy: Face Your Fears
(2017)",7.4
"Couples Counseling
(2016)",5.6
"Kaaliyan
(2017)",5.2
"Oddbods: Party Monsters
(2018 TV Movie)",6.5
"Power Rangers Super Samurai
(2012 Video Game)",7.1
"Chhota Bheem Aur Krishna
(2008 TV Movie)",6.9
"Pocoyo
(2005– )",7.2
"Super Bheem
(2017– )",6.2
"Once in a Lifetime Sessions with Nile Rodgers
(2019)",8
"Monty Python and the Holy Grail
(1975)",8.2
"Little Singham
(2018– )",3
"Paradise Lost
(2020)",6.5
"Sylvanian Families
(1987–1988)",7.9
"Shikari: The Hunter
(1991)",6.1
"Lee Evans: XL Tour Live 2005
(2005 Video)",8.3
"Gina Yashere: Skinny B*tch
(2008 TV Special)",6.5
"I'm Still Here
(I) (2010)",6.2
"Pocoyo
(2005– )",7.2
"Sokola Rimba
(2013)",7.5
"In My Country
(2004)",6
"Fantomas
(1964)",6.9
"Krish Trish and Baltiboy: Face Your Fears
(2017)",7.4
"Playboy Video Centerfold: Playmate 2000 Bernaola Twins
(2000 Video)",5.1
"John Mellencamp: Plain Spoken Live from The Chicago Theatre
(2018 TV Movie)",6.6
"Asterix: The Secret of the Magic Potion
(2018)",6.7
"Once in a Lifetime Sessions with Nile Rodgers
(2019)",8
"Chhota Bheem Kung Fu Dhamaka
(2019)",5.3
"Chhota Bheem Aur Mayavi Gorgan
(2014)",8.3
"Chhota Bheem Kung Fu Dhamaka
(2019)",5.3
"Sylvanian Families
(1987–1988)",7.9
"Little Singham
(2018– )",3
"Gara-Gara Bola
(2008)",5.1
"Kacche Dhaagey
(2016)",6.3
"Los Niños Héroes de Chapultepec
(2017)",7.5
"Zootopia
(2016)",8
"Twice a Woman
(2010)",6.7
"Elles s'appellent toutes Sarajevo
(1994)",0
"The Oddbods Show
(2016– )",6.3
"What About Dick?
(2012 Video)",7.3
"Lorai: Play to Live
(2015)",7
"Homeland
(2011–2020)",8.3
"Little Baby Bum
(2011–2019)",6
"Jake 2.0
(2003–2004)",6.7
"Krish Trish and Baltiboy: Face Your Fears
(2017)",7.4
"Ibn el-Qunsul
(2010)",6.6
"Karl May
(1974)",7.1
"Ralph Breaks the Internet
(2018)",7
"Paulettante Veedu
(2016)",4.5
"My Wife and Kids
(2000–2005)",6.9
"Black Man White Skin
(2015)",5.6
"Chal Dhar Pakad
(2010)",3.7
"Samudra
(I) (2010)",7.3
"Oh My Ghost
(2015)",8
"Krish Trish and Baltiboy: Face Your Fears
(2017)",7.4
"Alarmoty in the Land of Fire
(2017)",4.1
"Pocoyo
(2005– )",7.2
"Tibetan Illusion Destroyer Feature
(2017 TV Movie)",0
"Bull BulBul Bandook
(2013)",4.8
"Rehmataan
(2012)",0
"Antariksham 9000 kmph
(2018)",5.8
"The Five of Us
(2004)",7
"Power Rangers Samurai
(2011–2012)",5.1
"At Home in Mitford
(2017 TV Movie)",6.1
"Kuppivala
(1965)",0
"Krish Trish and Baltiboy: Face Your Fears
(2017)",7.4
"Watchers 2
(2011)",6.6
"Fabrizio Copano: Solo pienso en mi
(2017 TV Special)",5.1
"Krish Trish and Baltiboy: Face Your Fears
(2017)",7.4
"Once in a Lifetime Sessions with Nile Rodgers
(2019)",8
"Lego House: Home of the Brick
(2018)",6.5
"Anjaan: Special Crimes Unit
(2018– )",7.6
"Krish Trish and Baltiboy: Face Your Fears
(2017)",7.4
"Krish Trish and Baltiboy: Face Your Fears
(2017)",7.4
"The Great Sage Sun Wukong
(2019)",5.6
"A Virgin Among the Living Dead
(1973)",4.9
